id,time,username,post,label,skipstatus,player
719954070149144576,1461039116.2839494,AfcJulia,@sgfgmalfoy @Dele_Alli smh failed comedy,,,
719954200499720192,1461029392.0832152,gstar1212,@aguerosergiokun its time to unleash the sergio come on blues make some noise,,,
719954361238085632,1461029392.078708,Notorious_Eire,@ChampionsLeague @aguerosergiokun Lol don't expect anything from him. Massive fraud.,,,
719954578544967683,1461029392.0729172,new_tubes,"@ChampionsLeague @aguerosergiokun #ManCity #PSG HD live stream
LINK1: https://t.co/l3pnMNSEQI https://t.co/IrUHL1pHrA",,,
719954614393696257,1461029392.0689125,agusshcai,Vamooos cityyy @MCFCEspanol  @aguerosergiokun,,,
719954639513378817,1461039116.2829485,sgfgmalfoy,@AfcJulia @Dele_Alli  he probably googled how to get followers,,,
719954697210195968,1461030215.5509992,andielcfcsutton,@vardy7  https://t.co/cOeeGJUSCO,,,
719954707779883009,1461039116.281945,Osiris292,@Dele_Alli ???? Happy Birthday!  #LegendintheMaking #coys,,,
719954747730587648,1461039116.2809575,AfcJulia,@sgfgmalfoy @Dele_Alli I'm dying,,,
719954768391757827,1461029392.0629985,ilanalfie8,Vamos kun hace historia devuelta @aguerosergiokun https://t.co/L2FxU1lvWN,,,
719954821608943618,1461029392.0599914,Hudsons,@ChampionsLeague @aguerosergiokun a few kids from the under 9s to greet the players! That's nice!,,,
719954870107815936,1461029392.0569885,GongoraDaniel19,????Llegada del argentino Kun Aguero (@aguerosergiokun)???????? al Estadio Ciudad de Mánchester. #UCL? https://t.co/a94FZlLfwO,,,
719955222139944960,1461029392.0499792,brunoayala95,"Entre un rato se viene Manchester City Vs. Psg, lindo partido para ver!!! Vamoos @aguerosergiokun",,,
719955282764410880,1461029392.047476,unhinchadelrojo,@delacunaalinf @aguerosergiokun @MCFC El city juega como el rojo de Longaniza !!,,,
719955422086635520,1461029392.0414686,Erick2000fe,RT @GongoraDaniel19: ????Llegada del argentino Kun Aguero (@aguerosergiokun)???????? al Estadio Ciudad de Mánchester. #UCL? https://t.co/a94,,,
719955439610257408,1461029392.0359616,RodMorales98,"@MCFC 
@aguerosergiokun 
Joe Hart
1-1
City",,,
719955716300226560,1461029392.0304544,AaronForsyth2,@Notorious_Eire @ChampionsLeague @aguerosergiokun you are so deluded lol.,,,
719955771878825984,1461029392.0294535,Eatleadbitch7,"Special gathering around the messi of Manchester city....
He may lead @MCFC to victory
#MCIPSG 
@aguerosergiokun https://t.co/LA8imiiqDn",,,
719955797535358977,1461029392.0284526,mcfcindo,".@aguerosergiokun dan @JNavas memasuki lapangan untuk lakukan pemanasan

#dukungcityvpsg https://t.co/DVT1JP9JBP",,,
719955963545976833,1461029392.0219774,ErlanggaH29,"RT @mcfcindo: .@aguerosergiokun dan @JNavas memasuki lapangan untuk lakukan pemanasan

#dukungcityvpsg https://t.co/DVT1JP9JBP",,,
719956055485190145,1461029392.0180662,AnointedHarris2,"There's certainly a spotlight on one man for the hosts tonight... @aguerosergiokun arrives. #UCL https://t.co/6XAiTS363V""",,,
719956060174307328,1461029392.0170622,abiebdragx,"@mcfcindo: .@aguerosergiokun dan @JNavas memasuki lapangan untuk lakukan pemanasan
#dukungcityvpsg https://t.co/HQrCzNaJmc",,,
719956124619907072,1461029392.0130575,Fabi1FCN,Le maillot est prêt @MCFCFrancais @aguerosergiokun #CMONCITY https://t.co/08pX62Kl6M,,,
719956207029592064,1461029392.011058,Javi_javiera_,estará de infarto el partido del city! vamos !! @aguerosergiokun,,,
719956220745027586,1461029392.0103226,MCFCFrancais,RT @Fabi1FCN: Le maillot est prêt @MCFCFrancais @aguerosergiokun #CMONCITY https://t.co/08pX62Kl6M,,,
719956279507230721,1461030215.548995,jeffersxtl,@Bexxxnic @vardy7 my friends boy is a massive @vardy7 what time would be best to come to the training ground to catch you for a autograph?,,,
719956869121310720,1461029391.9952927,btsportfootball,82 goals in ???? home games! @rioferdy5 insists @aguerosergiokun's record will frighten @PSG_English. #UCL https://t.co/3LJQhvbDTF,,,
719956875123519488,1461029391.9937785,sebastian_cai,"Esperando el partido de Champions, daleee @aguerosergiokun que hoy haces historia!!! #VamosCrack #VamosCity",,,
719956985840582660,1461029388.7934785,antell2,RT @btsportfootball: 82 goals in ???? home games! @rioferdy5 insists @aguerosergiokun's record will frighten @PSG_English. #UCL https://t.co,,,
719957001615384576,1461029388.792476,juanherrero88,"Dale viejaaaa, huevo, es hoy perrooooo @MCFC @aguerosergiokun",,,
719957002533933056,1461029388.7914786,Christ_Morray,Gros c'est le moment @aguerosergiokun,,,
719957043914883074,1461029388.7904725,SulimanRana,@btsportfootball @rioferdy5 @aguerosergiokun @PSG_English https://t.co/gYZeeRkNsA,,,
719957158339743744,1461029388.784304,Sneaky_Pedro,@JohnHartson10 @aguerosergiokun to get the winner!!,,,
719957224106434560,1461029388.7833052,GregoryAlyce,Bon aller Angel DiMaria doublé réduction @aguerosergiokun avant la pause et @Ibra_official a la 85' #MCIPSG,,,
719957263541211136,1461029388.781225,AminaaHarris,RT @Christ_Morray: Gros c'est le moment @aguerosergiokun,,,
719957278741381120,1461029388.7802234,Manolonf,El @MCFC va con lo mejor que tiene. En la banca esperará @YayaToure. De @DeBruyneKev arranca atrás de @aguerosergiokun @DeChalaca,,,
719957298618220544,1461029388.779225,tomispadafora,Vamos hoy @aguerosergiokun ????????,,,
719957347951517696,1461029388.77722,Sao__Tao,"@Christ_Morray @aguerosergiokun c'est pas toi qui me disait un jour ""vous vivez sur nos couilles à supporter nos adversaires bla-bla-bla"" ?",,,
719957671022080000,1461029388.7702606,Jsmck76,RT @MCFC: #OnThisDay three years ago @aguerosergiokun scored one of the best Manchester derby goals ever! #mcfc  https://t.co/66OLqg6qRp,,,
719957682334130177,1461029388.768258,ajjadam321,@MCFC 1. @aguerosergiokun 2. @DeBruyneKev 3. 2-1 CITY 4. CITy,,,
719958057954983936,1461029388.7612953,Iam_Dammy4,There's certainly a spotlight on one man for the hosts tonight... @aguerosergiokun arrives. #UCL https://t.co/qAB12icj1G/s/UTHR,,,
719958299186184192,1461029388.7530699,lennivlek,Come on lads. Two steps away from the Final. Get some goals boys to make it an enjoyable night @MCFC @YayaToure @aguerosergiokun,,,
719958411258019840,1461029388.7520206,Patrick_Carolus,A little nervous but so excited! Let’s go @MCFC @aguerosergiokun @DeBruyneKev ! #cityvpsg,,,
719958447110955010,1461029388.749792,jonbuyle,On compte sur toi @aguerosergiokun #MCIPSG https://t.co/zlVnTM4qEn,,,
719958505218842624,1461029388.747802,Christ_Morray,@Sao__Tao @aguerosergiokun j'ai accepté et je fait pareil maintenant Romaric plombu,,,
719958514618261505,1461029388.746801,germanoubina,DESDE ARGENTINA !! VAMOS @MCFCEspanol VAMOS @aguerosergiokun,,,
719958525158535168,1461035964.7978938,Aidanspurs008,@HKane ???? Harry I just followed you are my idol I feel amazed how great you are play#you are unbeatable,,,
719958550055952384,1461029388.7456427,Hamidon59,Mets le feu ce soir et signe a l'om stp gros @aguerosergiokun,,,
719958580703674369,1461029388.7432733,LewisTinyHudson,@MCFC come on city! @DeBruyneKev @aguerosergiokun to score!,,,
719958595786432513,1461039116.2741337,Riktic_,@TheMalsh @beatsbydreUK @Dele_Alli gaayyyyy,,,
719958626132234242,1461029388.7422724,gabycap34,@aguerosergiokun una Argentina casada con un EscocesAqui desde Elgin Escocia Vamos City!Con Torrejitas de arroz ???? https://t.co/fMrttR5wwV,,,
719958703693303809,1461030215.5439894,clairenestor,"@vardy7 thanks for stopping to see my son, u made a little boy very happy today! ?????????? https://t.co/cHD2cZ8buZ",,,
719958899936403463,1461029388.73877,wethehunter,C'mon @mcfc!!!!!! @olliemacattack @WPDougherty @aguerosergiokun @Notamendi30 @21LVA #ChampionsLeague,,,
719958913681137665,1461029388.7377727,MartinGonzalo07,Como siempre a no ser que juegue contra el barça voy con  @aguerosergiokun  @MCFCEspanol !!,,,
719958945314574336,1461029388.7367675,Princess_Kaelz,RT @wethehunter: C'mon @mcfc!!!!!! @olliemacattack @WPDougherty @aguerosergiokun @Notamendi30 @21LVA #ChampionsLeague,,,
719959195387346954,1461029388.734765,CarlosMAC96,"Mágicos, muchachos. @21LVA @DeBruyneKev @aguerosergiokun",,,
719959321614905344,1461029388.7337642,Allpiee,@aguerosergiokun stop copying my hair,,,
719959380041424897,1461029388.7327633,Luigumus,Let's Go!!!! @MCFC @aguerosergiokun https://t.co/TD1O448u9w,,,
719959460404424704,1461039116.2610853,TheMalsh,"@Riktic_ @beatsbydreUK @Dele_Alli do i care, i was soo proud to see my local teams stadium https://t.co/tt81Rmh8rp",,,
719959564418957312,1461029388.7317612,lorenzotogna,VAMO VAMO @aguerosergiokun @Notamendi30,,,
719959608169795584,1461029388.7297585,chl_ackroyd,#cityvpsg #cityview C'MON CITY WE CAN WI AND GET THROGH TO SEMI-FINALS||2-1|| CITY TO WIN @DeBruyneKev AND @aguerosergiokun TO SCORE @MCFC,,,
719959784850493440,1461029388.727253,AyyoAbraham,@TheAlphaJuly @aguerosergiokun @MCFC you go for psg?:/,,,
719959863103762432,1461029388.7262518,jo_0717,"@MCFC 
@aguerosergiokun 
@aguerosergiokun 
3-0
WIN CITY????",,,
719959864701661184,1461029388.7252553,MariaaaaaJB,@aguerosergiokun vamos amor????????,,,
719960056456945668,1461029388.7242494,acailler,'1 And we're off! City already on the attack but nobody could get on the end of @aguerosergiokun back flick in the box. #MCFCvsPSG,,,
719960057656414210,1461029388.7232475,TheAlphaJuly,@AyyoAbraham @TheAlphaJuly @aguerosergiokun @MCFC I go for benéfica /:,,,
719960192885137409,1461029388.7217493,JoaBlanc93,#ChampionsLeague #CityVsPsg.. Vamos geniooo !! @aguerosergiokun,,,
719960216779919360,1461029388.720748,AyyoAbraham,@TheAlphaJuly @aguerosergiokun @MCFC they have a tough game against Bayern ????,,,
719960263114506241,1461029388.7197466,jony_roodriguez,Vamooos hoyyy eeee @MCFC y daleee @aguerosergiokun!!! #CityVsPsg,,,
719960274145538050,1461029388.7187455,SoRa_Savage,LETS GO @aguerosergiokun @MCFC,,,
719960318315597827,1461029388.716743,Bill_Kruspe,#ChampionTheMatch @Heineken_MX fuera de juego del @aguerosergiokun,,,
719960401933443073,1461029388.7157414,IaanKaiser,"Hoy el City pasa a semis, te tengo fe @aguerosergiokun sos crack",,,
719960472594882561,1461029388.7147374,Giulianifranco,Vamos kunnnnn @aguerosergiokun @MCFC !,,,
719960630674001920,1461029388.7127347,JamesSmith4185,@aguerosergiokun sos un crack,,,
719960776832786432,1461029388.7107348,AhmedPaoli,"@Aurier il est déjà dépasser par @aguerosergiokun 
#MCIPSG",,,
719960777973710853,1461029388.7097294,MCFCMalay,MIN 3. Kerjasama cantik @aguerosergiokun dan @21LVA menemui @DeBruyneKev diikuti hantaran silang @JNavas namun dapat dipatahkan bek PSG.,,,
719960793815638016,1461030215.5419862,kyle_bilsland,@vardy7 whos your favourite tv chef?,,,
719960971553411076,1461029388.7084286,anis213z,"RT @AhmedPaoli: @Aurier il est déjà dépasser par @aguerosergiokun 
#MCIPSG",,,
719961688875905024,1461029388.701075,CeciAlbiceleste,Come on City! ???? #cityvpsg #MCFC Vamos @aguerosergiokun! ???????????? https://t.co/dCmjCCkdNt,,,
719962099439407104,1461029388.697954,TheAlphaJuly,@AyyoAbraham @TheAlphaJuly @aguerosergiokun @MCFC lol no bro you already know #HalaMadrid,,,
719962323117408256,1461029388.6969526,tomcox_7,@aguerosergiokun is banggggg up for this #everywhere #mcfc,,,
719962415270506496,1461029388.695951,HashtagSpiruli,"Just worry about scoring goals, @aguerosergiokun. #MCIPSG #MCFC #UCL #ChampionsLeague",,,
719962465363193856,1461035964.7968755,tomdean25,"Watching the city game , Kane is a way better passer of the ball than David silva these days @spurredontv @CraigxMitch @HKane",,,
719962542420975616,1461029388.694458,MCFCFrancais,10' Passe en retrait de @21LVA pour @aguerosergiokun mais Di Maris intercepte le ballon. Tacle de Kun qui met fin au contre parisien.,,,
719962704128131072,1461029388.691715,florenciaruizt,Que alguien le mande un beso de mi parte a @aguerosergiokun,,,
719963055224922112,1461035964.7958484,craigcollishaw3,"Why would @HKane join Man united, my god there shite. There no where near what they were under fergie. I wouldn't have one of there's #COYS",,,
719963106395426816,1461029386.0851028,SosaPenonori,"RT @sebastian_cai: Esperando el partido de Champions, daleee @aguerosergiokun que hoy haces historia!!! #VamosCrack #VamosCity",,,
719963604490039297,1461029386.0841017,Falsenein,.@aguerosergiokun has scored 82 goals in ???? home games. #UCL #mcfcpsg https://t.co/tw3G0D5BAh,,,
719963808526151680,1461029386.0831006,Koobins27,"Partidazo #City #PSG, Vamos @aguerosergiokun!! #ChampionsLeague ??",,,
719963820014362624,1461029386.082096,Tacos57,@Ice92i @PSG_inside @aguerosergiokun t'es un fdp si tu marque pas,,,
719964028722917382,1461029386.0810986,xzibitbehene,Come on boys!!!!!  @MCFC @aguerosergiokun @DeBruyneKev #CMONCITY https://t.co/zgHg8RD49d,,,
719964512623927296,1461030215.5369804,NicolaMandirola,Girls with Vardy's t-shirt! @CrisZanirato  #GoFoxes @vardy7 @LCFC #BPL #LeicesterCity #Ranieri #FoxesMania #Football https://t.co/F4sxgOw8CJ,,,
719964678575800320,1461030215.5359788,CrisZanirato,RT @NicolaMandirola: Girls with Vardy's t-shirt! @CrisZanirato  #GoFoxes @vardy7 @LCFC #BPL #LeicesterCity #Ranieri #FoxesMania #Football h…,,,
719964950991663107,1461029386.0760891,kbragg17,Terrible ref decision for no foul on @aguerosergiokun,,,
719964959267008513,1461029386.075098,tododeportes_pl,. @aguerosergiokun es el jugador más peligroso para el @MCFC que busca la portería del @PSG_inside,,,
719964988685819905,1461029386.0740845,MCFCThai,.@aguerosergiokun ?????????????????????????????????????????????????????? #MCFCThai #cityvpsg https://t.co/mUapLKBrhp,,,
719965006159343616,1461029386.073074,tommy1992_,@aguerosergiokun ?????????,,,
719965117048197120,1461029386.0720725,mcfcindo,"Galeri foto: Setiap @aguerosergiokun memegang bola, para pemain PSG lgsg menjaga dgn ketat

#dukungcityvpsg https://t.co/LgETcbvkTY",,,
719965178234826754,1461029386.0700705,prensa_libre,| @tododeportes_pl | @aguerosergiokun es el jugador más peligroso para el @MCFC que busca la portería del @PSG_inside,,,
719965376856133633,1461029386.0690696,MCFCPortugues,"22' UHH!! Excelente jogada entre @DeBruyneKev e @21LVA termina em @aguerosergiokun que remata ao gol, mas a bola sai fora.",,,
719965380693745665,1461029386.0680678,Bill_Kruspe,#ChampionTheMatch @Heineken_MX @aguerosergiokun intentando disparo sin peligro de gol,,,
719965399677345792,1461029386.067067,SoccerParole,@aguerosergiokun's Shot Goes Wide #UCL,,,
719965419952541696,1461029386.0660653,PremiumSportHD,"#premiumchampions
Pericoloso il #City con @aguerosergiokun che è servito bene in verticale da @DeBruyneKev, ma calcia a lato. #CityPSG",,,
719965425505800192,1461029386.0650642,Orange_FootClub,"22' @aguerosergiokun est lancé couloir gauche par @DeBruyneKev, son tir du gauche n'est pas cadré #MCIPSG",,,
719965473140379648,1461029386.0640626,MCSCIL_Pwt,"RT @mcfcindo: Galeri foto: Setiap @aguerosergiokun memegang bola, para pemain PSG lgsg menjaga dgn ketat

#dukungcityvpsg https://t.co/LgET…",,,
719965478484066304,1461029386.063065,WestwoodfcNurul,City look dangerous only when @aguerosergiokun and De Bruyne get the ball. 2 players I admire.,,,
719965488932122624,1461029386.0620606,MCFCFrancais,"22' Occasion pour City! Servi par @DeBruyneKev, @aguerosergiokun tente un tir croisé mais manque le cadre.",,,
719965493575049216,1461029386.0610738,Blue_Hemmo96,????????????????????? @aguerosergiokun,,,
719965499208110080,1461029386.0600727,nural72,Oh what a move @aguerosergiokun,,,
719965526911418369,1461029386.0590715,Bill_Kruspe,#ChampionTheMatch @Heineken_MX nuevo intento de @aguerosergiokun que se va por un costado,,,
719965537082548224,1461029386.0570538,seputar_city,"Nyaris mulu bang @aguerosergiokun, lain kali pasin ya.",,,
719965566602063872,1461029386.0550518,Aadoo1999,@Aguerosergiokun  what a swerve kick!!!,,,
719965568951066624,1461029386.0540495,AndresF25_,"Ya dos del Kun por poco, vamooos @aguerosergiokun.",,,
719965571119452160,1461029386.053049,joebragiel,@lraehhannah @aguerosergiokun ew.,,,
719965571958312960,1461029386.052048,brandonjuan_,tu vas vite te calmer toi @aguerosergiokun,,,
719965572281315328,1461029386.0510464,CanalSupporters,23' @DeBruyneKev lance @aguerosergiokun en profondeur côté gauche mais la frappe du petit argentin vient flirter avec le poteau de #Trapp !,,,
719965577708744705,1461029386.0500455,Orange_FootClub,"23' @aguerosergiokun tente de surprendre de loin Kevin Trapp, ça rase le poteau #MCIPSG",,,
719965578832834560,1461029386.0490446,Manolonf,Dos remates de @aguerosergiokun que cuando ha encarado ha tenido mayores problemas. Prueba de lejos por ahora @DeChalaca,,,
719965588278419456,1461029386.0480535,bgrkcd,@aguerosergiokun tu vas te calmer serge,,,
719965596503404545,1461029386.0470414,Mica_SC1621,Casi casi... Vamos @aguerosergiokun vamos genio!!!,,,
719965597677809664,1461029386.0460405,MCFC,"22. CLOSE! Two quick efforts from @aguerosergiokun; one from a tight angle, one from distance - not too far wide with either attempt! #mcfc",,,
719965603629559808,1461029386.0450373,MCFCMalay,MIN 24. HAMPIR! Tendangan @aguerosergiokun sedikit menyimpang keluar dari gawang Kevin Trapp.,,,
719965615474229249,1461029386.044334,jo_0717,"La fraaaaaaaaappe de Kun Aguerooooooooooo ????????????@aguerosergiokun 
Come On ??©ity???? @MCFC @MCIFrance @MCFCFrancais #MCIPSG #cityvpsg",,,
719965616795492352,1461029386.0432973,SoccerParole,Another Of @aguerosergiokun's Long-Range Shots Goes Just Wide #UCL,,,
719965620100534272,1461029386.039021,FPLroundup,@MCFC @aguerosergiokun to score in the next 15 if the ref starts blowing some of these fouls!,,,
719965620595527680,1461029386.03802,tododeportes_pl,"¡DESVIADO! @aguerosergiokun remata, pero el balón pasa desviado de la portería de Trapp del @PSG_inside",,,
719965625267826688,1461029386.0370185,mr_blooop_,"RT @MCFC: 22. CLOSE! Two quick efforts from @aguerosergiokun; one from a tight angle, one from distance - not too far wide with either atte…",,,
719965660768378880,1461029386.030974,rizarizurru,"RT @seputar_city: Nyaris mulu bang @aguerosergiokun, lain kali pasin ya.",,,
719965678007140354,1461029386.0249472,mostafa_kamh,RT @MCFCMalay: MIN 24. HAMPIR! Tendangan @aguerosergiokun sedikit menyimpang keluar dari gawang Kevin Trapp.,,,
719965681349996544,1461029386.0239427,CrazySoccerFans,"@MCFC @aguerosergiokun Man City vs Paris SG: (0-0)
#mcfc V #MCIPSG 
Live ?????: https://t.co/lBIvifracM
https://t.co/y4iYXWUjiT",,,
719965726807826432,1461029386.0219347,MCFCKorean,23. SHOT!! ?? ??! @DeBruyneKev? ??? @aguerosergiokun? ??? ????? ?? ?????...,,,
719965737343913984,1461037892.7086606,SocialManager_1,"Dicen por alli ""dale que el golpe avisa"" #realidad #thrut #humor https://t.co/0tYpyHWucm https://t.co/FkoJlhEczl",,,
719965770948681730,1461029386.0199206,amiedanielle90,@aguerosergiokun ???????????? @MCFC #cityvpsg,,,
719965789395267584,1461029386.0189312,mlopezmorales,igual qué me importa yo soy feliz viendo al @aguerosergiokun,,,
719965790435426304,1461029386.0179186,CanalSupporters,23' Ouh nouvelle frappe du @aguerosergiokun après une perte de balle de @Ibra_official et le ballon qui file encore hors du cadre #Attention,,,
719965793031741441,1461029386.0169287,tom_holyday1,Get up @aguerosergiokun,,,
719965801516818432,1461029386.0149145,MCFCFrancais,23' Nouvelle frappe de @aguerosergiokun à distance. Cela ne passe pas loin du but de Trapp.,,,
719965843950477312,1461029386.0109096,jake_deboer,@aguerosergiokun is feeling it today,,,
719965881296666624,1461029386.009908,mostafa_kamh,RT @MCFCFrancais: 23' Nouvelle frappe de @aguerosergiokun à distance. Cela ne passe pas loin du but de Trapp.,,,
719965916935688193,1461029386.008919,prensa_libre,"| @tododeportes_pl | ¡DESVIADO! @aguerosergiokun remata, pero el balón pasa desviado de la portería de Trapp del @PSG_inside",,,
719965917447331840,1461029386.0079176,DeChalaca,RT @Manolonf: Dos remates de @aguerosergiokun que cuando ha encarado ha tenido mayores problemas. Prueba de lejos por ahora @DeChalaca,,,
719965960321527811,1461029386.0059073,PremiumSportHD,"#premiumchampions
Insiste il @MCFC che ci ha provato ancora con @aguerosergiokun con una conclusione insidiosa dalla distanza. #CityPSG 0-0",,,
719965990641999872,1461029386.0028956,nj_weaver,@aguerosergiokun has such a powerful leg. Almost bends that one in the net. #PSGvsMANC #UEFAChampionsLeague,,,
719965999966105602,1461029386.0018945,g1superia,"@MCFC @aguerosergiokun Manchester City VS Paris Saint Germain LIVE

https://t.co/ygRJBdnXY7",,,
719966027778433024,1461029386.0008929,g1superia,"@MCFC @aguerosergiokun Manchester City VS Paris Saint Germain LIVE

https://t.co/ygRJBd6mzx hd",,,
719966033419743232,1461029385.999892,FelipeDelValle9,"A LA VERGA, QUE PUTO!!! @aguerosergiokun",,,
719966050335485952,1461029385.9988904,g1superia,"@MCFC @aguerosergiokun Manchester City VS Paris Saint Germain LIVE

https://t.co/ygRJBdnXY7 hdd",,,
719966084623937538,1461029385.9978895,MCFCKorean,24' @aguerosergiokun?? ??? ?? ???,,,
719966087530549251,1461029385.9968865,kuneijder,@aguerosergiokun ORA TOCCA A TE GRAZIE,,,
719966150486921216,1461029385.9938738,AyyoAbraham,@aguerosergiokun is a beast!??,,,
719966178341494784,1461029385.9928727,lele_longo,Vamos @aguerosergiokun querido!!,,,
719966216681422848,1461029385.9908853,JuleZZ6,Back at it again huh @aguerosergiokun ?,,,
719966329139122176,1461029385.9868634,mancityS2,RT @MCFCKorean: 24' @aguerosergiokun?? ??? ?? ???,,,
719966353290043393,1461029385.985935,CardonaGiuseppe,Ay @aguerosergiokun qué bueno eres!,,,
719966409737039873,1461029385.9829,DepartureMode,@MCFC @aguerosergiokun PSG isn't attacking!,,,
719966414828912640,1461029385.9819107,MCFCMalay,AKSI PERLAWANAN: @aguerosergiokun bertarung dengan Thiago Motta sambil diperhatikan Pellegrini. #cityvpsg #UCL #mcfc https://t.co/kZm9RtobOC,,,
719966444189061120,1461029385.9808948,ExplicitChxnel,@aguerosergiokun ???? CMON!! #cityvpsg,,,
719966444671213568,1461029385.9788506,BowGolf_MCFC,RT @MCFCThai: .@aguerosergiokun ?????????????????????????????????????????????????????? #MCFCThai #cityvpsg https://t.co/mUapLKBrhp,,,
719966565869953024,1461029383.5249465,jo_0717,"RT @MCFCFrancais: 22' Occasion pour City! Servi par @DeBruyneKev, @aguerosergiokun tente un tir croisé mais manque le cadre.",,,
719966695780167681,1461029383.5199401,prof_deviant,"I am @MCFC all the way but @aguerosergiokun likes to act a bit too much. Play thru lad, take notes from #Messi (not on taxes tho)",,,
719966714524471296,1461029383.5189385,JuanFRimonda,RT @lorenzotogna: VAMO VAMO @aguerosergiokun @Notamendi30,,,
719966734115934208,1461029383.5179374,swapnildp,@aguerosergiokun @21LVA kevin de brune combining exceptionally for @MCFC #UCL #ManchesterCity #PSG #cityvpsg,,,
719966874679840771,1461029383.5169356,PandaGCMC,Don't bottle @aguerosergiokun,,,
719966882225393665,1461029383.5159342,MCFC,28. PENALTY CITY!!! Trapp brings down @aguerosergiokun!!,,,
719966884653842432,1461029383.514933,aitor_gl10,Penalti al @aguerosergiokun,,,
719966901301026816,1461029383.5129304,ajfletch95,RT @MCFC: 28. PENALTY CITY!!! Trapp brings down @aguerosergiokun!!,,,
719966910570299392,1461029383.5083144,Bill_Kruspe,#ChampionTheMatch @Heineken_MX falta sobre @aguerosergiokun y tenemos penal,,,
719966914328571904,1461029383.4990695,_CarlosBe,Que Crack es el @aguerosergiokun,,,
719966917725986816,1461029383.4980679,adriassen_igor,@SamsungMobile @wwweberjp @PSG_inside @KremlinRussia_E INSERT PRÊT A L'EMPLOI @aguerosergiokun,,,
719966925552558080,1461029383.4829366,ChampionsLeague,Penalty @MCFC! @PSG_English keeper Trapp brings down @aguerosergiokun! #UCL,,,
719966946364555264,1461029383.4538784,Donaldo_Gajito,@MCFC @aguerosergiokun Vamos City Desde México,,,
719966950336675841,1461029383.4478528,JackLexOhh,RT @ChampionsLeague: Penalty @MCFC! @PSG_English keeper Trapp brings down @aguerosergiokun! #UCL,,,
719966952970711040,1461029383.4458346,AbominationV,@MCFC @aguerosergiokun Get in!!,,,
719966992418127872,1461029380.7460349,Jenr7,FUCKING CUNT @aguerosergiokun,,,
719966995756752902,1461029380.7389927,AXEMOficial,#UCL Es penal al @aguerosergiokun y @MCFC puede ponerse en ventaja ante #PSG.,,,
719966997447106561,1461030215.5329766,ojarik,"@vardy7  listen at 12.41 minutes!  My son talking about you on radio 1 he does it every week !Newsbeat, 11/04/2016 https://t.co/WJ3PRhn5HU",,,
719966998201917440,1461029380.7339895,Oscar0195,@aguerosergiokun eres un crack la 10 la luces tremenda,,,
719967002400579584,1461029380.726941,PremiumSportHD,"#premiumchampions
@aguerosergiokun anticipa nettamente #Trapp che lo stende: calcio di rigore per gli inglesi. #CityPSG",,,
719967011485429760,1461029380.7199175,DepartureMode,@MCFC @aguerosergiokun Red card!!!!!!,,,
719967017374195713,1461029380.7089016,Orange_FootClub,"29' Penalty pour @MCFCFrancais! @aguerosergiokun récupère un ballon errant dans la défense du @PSG_inside, Kevin Trapp fait la faute #MCIPSG",,,
719967030300938241,1461029380.6908429,B_Skip17,@MCFC @aguerosergiokun PLEASE SCORE!!!!,,,
719967030380769280,1461029380.689835,MCFCMalay,MIN 28. Penalti untuk City selepas Trapp menjatuhkan @aguerosergiokun,,,
719967035887874049,1461029380.6857967,dllx32,@MCFC @aguerosergiokun https://t.co/5wpbrB4nCN,,,
719967039289499648,1461029380.6817396,deportes13cl,28' | ¡PENAL PARA EL MANCHESTER CITY! Trapp que bajó en el área al @aguerosergiokun y el árbitro cobra ? https://t.co/4x2OnjCtjr,,,
719967065269014531,1461029377.7596474,DeinSkySport,Elfmeter für @MCFC: @aguerosergiokun schießt daneben... #SkyCL,,,
719967075721158656,1461029377.7546244,MasterSwiiift,WHY @aguerosergiokun,,,
719967083912683520,1461029377.7489462,lucaninho8,Tu fais quoi frérot @aguerosergiokun,,,
719967085712056320,1461029377.747928,AndresZambranoC,RT @deportes13cl: 28' | ¡PENAL PARA EL MANCHESTER CITY! Trapp que bajó en el área al @aguerosergiokun y el árbitro cobra ? https://t.co/4x2…,,,
719967087263924224,1461029377.7468836,freddo_leonardo,Lol @aguerosergiokun,,,
719967106167664640,1461029377.7338474,dyas68,@aguerosergiokun misses ????,,,
719967108042514432,1461029377.730841,MichiT3103,Hihihihi @aguerosergiokun,,,
719967109019664384,1461029377.7288342,mancitypress,"#MCFC Tweets: 22. CLOSE! Two quick efforts from @aguerosergiokun; one from a tight angle, one from distance - not… https://t.co/HsSHsWl0lB",,,
719967109783162880,1461029377.7278314,_QuentEssential,BURY IT SERGIO! RT @MCFC: 28. PENALTY CITY!!! Trapp brings down @aguerosergiokun!!,,,
719967112660443139,1461029377.7258255,MCFCPortugues,29' @aguerosergiokun falha o pênalti.,,,
719967115009257473,1461029377.7238233,hotmessvlo,T'ES SERIEUX @aguerosergiokun,,,
719967115873267712,1461029377.7218163,aleesalerno,"@aleesalerno TOMA, FORRO @aguerosergiokun",,,
719967117689360384,1461029377.7208154,_Maxeem,JAJAJAJAJAJAJAJJA PUTA MADRE @aguerosergiokun,,,
719967120692551681,1461029377.718809,FBuzon,"Jaaaaaa, @aguerosergiokun.",,,
719967121556561920,1461029377.7167995,juancruzcordero,AFUERA CAGON AFUERA @aguerosergiokun,,,
719967123041157120,1461029377.7147894,fraram23,Lo falló @aguerosergiokun,,,
719967123523694592,1461029377.7127874,juaniibaez,Gracias por tanto @aguerosergiokun,,,
